"Под крышей - четыре ножки, А на крыше - суп да ложки.",Стол
Как во поле на кургане Стоит курица с серьгами.,Овес
"Отгадайте время года: Жаркая стоит погода, Рано солнышко встает, Днем и греет, и печет, Речка манит нас прохладой, В лес за ягодами надо, Землянику поспевай, Не ленись, до собирай. В поле рожь шумит, как море, Соловьи поют на зорях, травы сочные стоят, Косари в луга спешат.",Лето
"Переложите 3 спички так, чтобы получилось 3 квадрата.",На рисунке.
"В поисках Кая Герда-девчушка В цветочном саду повстречала старушку, Старушка о девочке долго мечтала, Гребнем волшебных ее причесала. Чтоб Герда забыла о Кае. Что за старушка такая!",Колдунья
"Не дерево, а с листьями.",Книга
"Скрывать не буду: много дыр Есть у меня, но я не сыр. Я несъедобна далеко, Зато ваш сыр натру легко.",Тёрка
"Коль сожмешь ее сильней, - Больше будет силы в ней.",Пружина
"Не смотрел в окошко - Был один Антошка, Посмотрел в окошко - Там второй Антошка! Что это за окошко, Куда смотрел Антошка?",Зеркало
"Много рук, а нога одна.",Дерево
"Что за чудо? В центре града Белоснежная громада. Кто-то разложил ракушки, Как гигантские игрушки.",Сиднейская опера
Длиннохвостая лошадка Привезла нам каши сладкой. Ждет лошадка у ворот - Открывай пошире рот.,Ложка
"Примостился над дорогой И моргает очень много, Изменяя каждый раз Цвет своих округлых глаз.",Светофор
"Меня в комнате всякий приметит, А открыв меня, зиму с летом встретит.",Шкаф
"Как мяч, кругла, Как кровь, красна.",Вишня
"Стоит Антошка на одной ножке, сам маленький, а шляпа большая.",Гриб
В поле у овражка Красненькая кашка.,Клевер
"Кто такой весенним днем Сплёл рукавичку над окном, Вывел в ней новых жильцов - Маленьких таких птенцов?",Ласточка
На глобусе найдете адресок - На талии планеты поясок.,Экватор
"Шорохом неслышным лепестков Жемчуг белоснежный распустился, Свежим нежным крохотным цветком Из-под снега к солнцу устремился.",Подснежник
"Волк живёт в лесу большом, Тропки знает все кругом. По одной из них идёт Та, что в сказочке живёт. Не скажу про цвет панамы, Что надела дочке мама, Потому что все детишки Знают про неё из книжки.",Красная Шапочка
"Маленькое, сдобное, колесо съедобное. Я один тебя не съем, разделю ребятам всем.",Бублик
"Пыль с дороги захватил, А потом, набравшись сил, Завертелся, закружил, И столбом до неба взвил.",Смерч
Определите в какую сторону едет автобус на рисунке: влево или вправо?,"Автобус едет влево. Поскольку, если бы он ехал вправо, были бы видны входные двери!"
"Не кузнец, А с клещами.",Рак
"Есть стены, крыша, даже вход, - Собачка здесь моя живёт, - Ей личный дом построил я. А как зовётся он, друзья?",Конура
"Лера и Катя решили поиграть. Одна девочка играла с куклой, а другая с плюшевым медведем. Лера не играла с куклой. С чем играла каждая девочка?","Лера играла с плюшевым медведем, а Катя с куклой"
Среди бахчи - Зеленые мячи. Налетела детвора - От мячей одна кора.,Арбуз
"Я - цифра, меньше десяти. Меня легко найти. Но если букве «я» прикажешь рядом встать, Я всё: отец, и ты, и дедушка, и мать…",Семь
"Эта буква - это слово, В путь всегда оно готово. О себе рассказ начнешь, Вот её и назовёшь!",Я
Пять мальчиков - В пяти чуланчиках.,Пальцы в перчатках
Желтые пушистые Шарики душистые. Их укроет от мороза В своих веточках …,Мимоза
"Гладко, душисто, моет чисто!",Мыло
"Кто бежит по горным склонам, Тараторит сам с собой И в густой траве зелёной Прячет хвостик голубой?",Ручей
"Не носили, но, может, слыхали - На толстой подошве эти сандалии",Котурны
"Самый яркий объект на небе После Солнышка и Луны. В Древнем Риме люди считали, Что это разные две звезды. Одна утром блистает красиво, Вечереет — другая блестит. Смотрит Марс на нее ревниво, Ведь она про любовь говорит.",Венера
"Эти красные цветки Потеряют лепестки. Потеряют лепестки, Превратятся в сундуки, А что прячут сундуки - Попадет на пироги.",Мак
"Из спичек сложена объёмная фигура, состоящая из 4 кубов. Сделай так, чтобы кубов стало три, переложив всего 1 спичку.",на рисунке
"Снег чернеет на полянке, С каждым днем теплей погода. Время класть в кладовку санки. Это, что за время года.",Весна
"Хоть малая, хоть большая — где стоит, там и шумит.",Береза
"Доброты, тепла, души Мамочке не жалко. Ждут мамулю малыши — Вася, Маша, Галка, Паша, Сеня и Марат — Ждет ее весь детский сад!",Воспитатель
По краям две буквы U Болт и гайку откручу.,Гаечный ключ
Черная шапка - огоньков охапка.,Небо и звезды
"Первым вылез из темницы На лесной проталинке. Он мороза не боится, Хоть и очень маленький.",Подснежник
"Выходит на охоту Она, как на работу. Плотва и караси, Пощады не проси! Она в пруду хозяйка. Кто это? Угадай-ка!",Щука
"Этот зверь бежит так быстро, Что догнать его - никак. А свою добычу шустро Догоняет просто так!",Гепард
"На тысячу метров велозаезд Без остановок, в один лишь присест",Гэг
"Он и горький, и пахучий. В щах он вкусный. Он могучий – овощ победит микробы, не было болезней чтобы.",Чеснок
"В два ряда дома стоят - 10, 20, 100 подряд. И квадратными глазами Друг на друга всё глядят.",Улица
"Золотом облитый Фонтан знаменитый, Со львом легко справляется. Как он называется?",Самсон
Подумать надо крепко: В роли светоча та щепка.,Лучина
"Нос — морковка, Руки — палки, Вместо тела — Снежный ком. Прояви, дружок, смекалку, Кто же это за углом?",Снеговик
Подумать надо крепко: В роли светоча та щепка.,Лучина
"Золотом облитый Фонтан знаменитый, Со львом легко справляется. Как он называется?",Самсон
В этот день гурьбой весёлой Дружно мы шагаем в школу.,Первое сентября
"Черна, а не земля, Пушиста, а не снег, Греет, а не печка.",Шуба
"Я - вид посуды, но не для еды, - Нарядные, во мне стоят цветы.",Ваза
"Берегут его недаром. Их всегда должно быть пара. Истоптал он сто дорог, Кожаный, простой - …",Сапог
"Если это — белое, То тень собою делает. Если чёрною бывает, Дождь, как слёзы, проливает.",Облако и туча
"Что за чудо! Вот так чудо! Сверху блюдо, снизу блюдо! Ходит чудо по дороге, Голова торчит да ноги.",Черепаха
"Пять братьев: Годами равные, ростом разные.",Пальцы
"Скок да скок — За решеткой зверек, Что ты знал, Обо всем рассказал.",Язык
"Птичка-невеличка Ножки имеет, А ходить не умеет. Хочет сделать шажок - Получается прыжок.",Воробей
"Волосата, зелена, В листьях прячется она. Хоть и много ножек, Бегать все равно не может.",Гусеница
"Хоть он на миг не покидал Тебя со дня рождения, Его лица ты не видал, А только отражения.",Ты сам
"Нужно пять часов, чтоб свету Долететь до той планеты, И поэтому она В телескопы не видна.",Плутон
"Сентябрев внук, октябрев сын, зиме родной брат",Ноябрь
"Стукнешь о стенку - А я отскачу, Бросишь в корзину - И я проскочу. Я из ладоней в ладони Лечу - Смирно лежать Я никак не хочу!",Баскетбольный мяч
"Тигр полосатый идет на охоту, Будет беда, коль не спрятался кто-то. Здесь он пригнется, а там притаится, Его, кроме мышек, никто не боится.",Кот
"С виду - клин, а развернешь - блин.",зонт
"У мужа - три жены И все три живы; Рожденье и смерть им неизвестны, Две мужу помогают, А третья разоряет.",Лето
Кто растет в лесу у дорожки? Есть у них шляпки и ножки.,Грибы
Этот плод все знать должны: Схож он с краешком Луны.,Банан
"Циферка на крюк похожа, Что на автокране. И на двоечку похожа, Если вверх ногами.",пять
"Вслед за августом приходит, С листопадом хороводит И богат он урожаем, Мы его, конечно, знаем!",Сентябрь
На зеленой хрупкой ножке Вырос шарик у дорожки. Ветерочек прошуршал И развеял этот шар.,Одуванчик
"Сначала плавно, еле-еле Они по воздуху летели Потом быстрей-быстрей поплыли, Как их зовут, вы не забыли?",Облака
"Солнце печёт, липа цветёт. Рожь поспевает, когда это бывает?",Лето
"Ответьте, наконец - Своих стихов певец.",Бард
"Не ходит, не бегает, а только прыгает.",Лягушка
"Много соседей, Все рядом живут, А никогда не видятся.",Окна
"Шёл Кондрат в Ленинград, А навстречу - двенадцать ребят. У каждого по три лукошка, В каждом лукошке - кошка, У каждой кошки - двенадцать котят. У каждого котёнка В зубах по четыре мышонка. И задумался старый Кондрат: «Сколько мышат и котят Ребята несут в Ленинград?»","Глупый, глупый Кондрат! Он один и шагал в Ленинград, а ребята шли навстречу ему - В Кострому."
Объект охоты Дуремара. Нет лучше для него товара.,Пиявки
"Как стрекозы личинку назовем? Для этого заглянем в водоем. Ведь в переводе - ""дева водяная"". Ты угадаешь, кто такая?",Наяда
"Заменяет ум амбалу, Ее много, его мало",Сила
"Моря есть, а плавать нельзя, Дороги есть, а ехать нельзя, Земля есть, а пахать нельзя. Что это?",Карта
"Хоть я толстый, ты мне верь - С «Д» протиснусь в эту … .",Дверь
"Маленькое зелёненькое, живёт в траве, камни ест.",Камнеежка
"Я проснулся утром рано И налил Американо. На обед, читая прессу, Заказал себе эспрессо. А потом нашёл причину Выпить чашку Капучино. А под вечер я, ребята, Выпил Латте Макиато. Так ответьте мне, друзья, Что в итоге выпил я?",Кофе
"Все здесь смешалось: север и юг, Жаркое солнце и посвисты вьюг.",Дальний Восток
"Сохнет Словно после стирки, А на ней - Сплошные дырки.",Сеть
"Нет пути передо мной - Я и дома, и не дома, Между небом и землей. Отгадайте-ка, друзья, Кто же я?",Крыльцо
В Сингапуре на экзамене в первых классах появилась интересная бонусная задачка. Посмотрите на картинку и заполните пропущенные числа.,В кружка написано количество примыкающих к ним двухзначных цифр.
"Собрались за круглым столом представители 3 стран: из Индии прилетел йог, из США — ковбой, а из Англии — джентльмен. Сколько ног находилось на полу во время этой встречи?","1 нога. Йог сидит на стуле в позе лотоса, ковбой положил ноги на стол, а джентльмен сидит нога на ногу. На полу находится только 1 нога джентльмена."
"Резинка - Акулинка Пошла гулять по спинке. А пока она гуляла, Спинка розовая стала.",Мочалка
"Синие глазки девочки милой Напоминают мои лепестки, И потому-то названьем красивым Дополни ты эти 4 строки.",Анютины глазки
"Хоть забит он всегда до отказа, Часто слышит всегда одну фразу, Что будет хозяйка ""нудеть"": ""Мне нечего снова надеть!""",Гардероб
"Это что за простачок Лег у двери на бочок, На дороге, на пороге Останавливает ноги?","Половик, коврик"
"Ежедневно спозаранку В руки он берёт баранку. Крутит, вертит так и сяк, Но не съест её никак!",Шофёр
"Глазки голубые, Кудри золотые, Губки розовые.",Кукла
"Весь день рыбак в воде стоял, Мешок рыбешкой набивал. Закончив лов, забрал улов, Поднялся ввысь и был таков.",Пеликан
"Звездочка, кружась, сверкает, А в ладошке быстро тает. Стала капелькой в руке, Как слезинка на щеке.",Снежинка
"Есть три брата родные: Один ест - не наестся, Другой пьет - не напьется, Третий гуляет - не нагуляется.","Огонь, земля, вода"
"Есть у родственницы елки Неколючие иголки, Но, в отличие от елки, Опадают те иголки.",Лиственница
"Четыре синих солнца У бабушки на кухне, Четыре синих солнца Горели и потухли. Поспели щи, шипят блины. До завтра солнца не нужны.",Газовая плита
"Цветет цветочек на лугу, Такой красивый, разноцветный, Я подошёл, сорвать хочу, А он взлетел, порхая, с ветром!!!",Бабочка
"Очень медленно ползёт, Домик свой с собой несёт, Если в гости позовёшь, Дольше всех её прождёшь. Лапы сильные с когтями, Убедитесь в этом сами, С острым клювом голова, Рраз - и спряталась она!",Черепаха
"Буквы - значки, как бойцы на парад, В строгом порядке построены в ряд. Каждый в условленном месте стоит И называется строй ...",Алфавит
"То фиолетовый, то голубой, Он на опушке встречался с тобой. Названье ему очень звонкое дали, Но только звенеть он сумеет едва ли.",Цветок Колокольчик
"По небу лебедь черный Рассыпал чудо-зерна. Черный белого позвал, Белый зерна поклевал.",Ночь И День
"Словно праздничный товар, Ты на ней расставишь обувь: И кроссовки, и сапожки, Сандалеты, босоножки, Чтобы не пылились И легко носились.",Полка для обуви
"На голове пуговка, На спине решето, Одна рука, Да и та на спине.",Заварочный чайник
Здесь не катится автобус. Здесь трамваи не пройдут. Здесь спокойно пешеходы Вдоль по улице идут. Для машин и для трамвая Путь-дорога есть другая.,Тротуар
"Два брата-акробата — Ручки — кольцом, ножки — острые.",Ножницы
Вы ведь слышали о нём? Знает всё и обо всём. «А Вы были на Таити?» — Сами так его спросите. Да загадка-то простая! Как же звали попугая?,Кэша
"Как настали холода, Дом слепила изо льда. Грело солнце день за днём, И растаял этот дом. Выгнала она косого Из домишки лубяного. Но пришёл петух с косой — Снова в домике косой. Кто в далёкие леса Навсегда ушёл?",Лиса
"По первому морозцу, По первому снежку Кто на печке едет, Лёжа на боку?",Емеля
"Оттенок цвета - будет тон, А с «С» от боли - будет … .",Стон
"Прыгает, как белка, Только по земле. У нее есть сумка, Для своих детей, Сильные лапы. Кто это, ребята?",Кенгуру
Темной ночью много лет Всем она дарует свет.,Луна
"Помнишь транспортное средство: Когда ты ещё был мал, То папулю для удобства, Как коняшку, запрягал?",Санки
"Больным и раненным выздоровление, рукой умелою несёт. Надежду - словом утешения, душе поникшей придаёт.",Медсестра
"Идут четыре брата навстречу старшему. - Здравствуй, большак, - говорят. - Здорово, Васька-указка, Мишка-середка, Гришка-сиротка Да крошка Тимошка!",Пальцы
"Рядом разные подружки, Но похожи друг на дружку. Все они сидят друг в дружке, А всего одна игрушка.",Матрешка
"Меняясь каждую минуту, Летят куда-то, вдаль спеша, За горизонт плывут к кому-то, Так плавно, будто не дыша.",Облака
"На переменах любим мы повеселится, ну а на уроках надо сидеть спокойно. Где жи эти правила надо выполнять?",в школе
Из горячего колодца Через нос водица льется.,Чайник
"Кто, ребята, на границе, Нашу землю стережет, Чтоб работать и учиться, Мог спокойно наш народ?",Пограничник
"Мы возьмём жучка в ладошку, Полюбуемся немножко, Попрощаемся, и хлеб Будем ждать мы на обед.",Божья коровка
"Когда утка стоит на обеих лапах, она весит 6 кг. Сколько будет весить утка, если она подожмет одну лапу?",Ее вес не изменится - утка будет весить 6 кг.
"Месяц отгадай скорей: Он длиною в тридцать дней, Часто эти дни с дождём, А идёт за октябрём.",Ноябрь
"Ежегодно приходят к нам в гости: Один седой, Другой молодой, Третий скачет, А четвертый плачет.",Времена года
Кто носит на себе Свой дом на суше и в воде?,Черепаха
Красная капелька в черную точку К солнышку в гости ползет по листочку.,Божья коровка
Этот маленький цветок Головою вниз растёт.,Потолок и лампочка
"На квадратиках доски Короли свели полки. Нет для боя у полков Ни патронов, ни штыков.",Шахматы
"Младшая сестра журнала, Книги дальняя родня, - Я в ней новости читала, А потом ещё пол дня Я найти ответ пыталась, Чтоб кроссворд в ней разгадать. Ну а вам, друзья, осталось, Её имя мне сказать.",Газета
"У него в руках не скрипка, Но сыграет вам в момент Очень звонко, ловко, прытко Тот щипковый инструмент.",Балалайка
"Бел, как мел, с неба прилетел. Зиму пролежал, в землю убежал.",Снег
"Там все знаки зодиака - Водолея, девы, рака. Светятся и ночью и днём, Туда смотрит астроном.",Космос
Какое дерево вверх корнями растет.,Баобаб
"«Тельняшка» немного моя полосата, Но в море я не хожу. Узнали, конечно, меня вы, ребята, На южной бахче я лежу.",Арбуз
"Его работы ждёт земля, Едва рассвет лучи зажжёт. Весной расчешет он поля, Наступит осень – пострижёт.",Фермер
"Горгиппия, курортом ставшая, Свое названье поменявшая. СтоИт все там же, где стояла. Про что сейчас я загадала?",Анапа
С буквой «К» безвольный раб Стал с клешнёю сильной - … .,Краб
"Была она артисткой Прекрасной, как звезда, От злого Карабаса Сбежала навсегда.",Мальвина
"В Африке, в саванне Моря нет в помине, Но лошадки сами Тельняшки раздобыли. И форсят одеждою Перед всем зверьем И живут надеждою: ""В морской поход пойдем. Мы драить будем палубу И отдавать всем честь!"" Морей здесь не бывало, А вот матросы есть!",Зебры
"И уха он, и бульон, Щи, рассольник - тоже он. Он гороховый, капустный И, конечно, очень вкусный.",Суп
Падают с ветки Золотые монетки.,Листья
"Там, где сложный перекресток, Он – машин руководитель. Там, где он, легко и просто, Он для всех – путеводитель.",Регулировщик
"Все планеты с полюсами, Есть экватор у любой. Но планеты с поясами Не найдете вы другой. В этих кольцах он один, Очень важный господин.",Сатурн
"Меня прозвали «мышеловкой» Да никакой-нибудь - ночной. Мышей в ночи ловлю я ловко, Лечу под утро на покой.",Сова
"Есть на свете мини-птица, Что на землю не садится. Целый день она порхает - Еду с цветочков собирает.",Колибри
"Что за зверь в Китае есть - Не медведь и не барсук? Не траву он любит есть, А молоденький бамбук!",Панда
"Он прилетает каждый год Туда, где домик ждёт. Чужие песни петь умеет, А всё же голос свой имеет.",Скворец
"Спал цветок и вдруг проснулся – Больше спать не захотел. Шевельнулся, встрепенулся, Взвился вверх и улетел.",Бабочка
"Под Новый год пришел он в дом Таким румяным толстяком, Но каждый день терял он вес, И, наконец, совсем исчез.",Календарь
В поле - сережки На тоненьких ножках.,Овес
"Само с кулачок, красный бочок, Потрогаешь - гладко, откусишь - сладко.",Яблоко
"Белая бочка, А в ней - ни сучочка.",Яйцо
"Спозаранку за окошком Стук, и звон, и кутерьма. По прямым стальным дорожкам Ходят красные дома.",Трамвай
"Кто по снегу быстро мчится, Провалиться не боится?",Лыжник
"Циферка, как бегемотик, Круглый у неё животик, Шейку ловко изгибает, За пятёркою ступает.",шесть
"С плавниками, но не рыбка. Считать его рыбкой – большая ошибка.",Дельфин
"Зверь красив, и хвост пушист, Только запах не душист. Лучше ты его не тронь - Враз задушит его вонь.",Скунс
"С полосатой корочкой, С красненькой середочкой, Очень сочный, очень сладкий, Большой, круглый, бочок гладкий. Для него бахча - кроватка, Спать ему там сладко-сладко.",Арбуз
"Станешь сильным, ловким, метким. Укрепит здоровье спорт. Мяч возьми и две ракетки, Выходи играть на ...",Корт
"Вот так овощ – посмотри! Кочерыжка в нём внутри. Только в листья кочерыжку завернули, как малышку!",Капуста
"Она к осеннему балу Снова надела кораллы, Пылают они далеко, Всякий увидит легко.",Рябина
"Родится с рогами, потом их теряет.",Месяц
"Зеленый полосатый шар, С начинкой алой словно жар, Лежит на грядке, зреет… Ну, скажите, что это…",Арбуз
"Космонавт, проверив трос, Что-то надевает, Та одежда припасет И тепло, и кислород.",Скафандр
"Гуляю в поле, летаю на воле, Кручу, бурчу, знать никого не хочу. Вдоль села пробегаю, сугробы наметаю.",Метель
"Ручейки бегут быстрее, Светит солнышко теплее. Воробей погоде рад - Заглянул к нам месяц …",Март
"Он бывает с толокном, Рисом, мясом и пшеном, С вишней сладкою бывает. В печь сперва его сажают. А как выйдет он оттуда, То кладут его на блюдо. Ну, теперь зови ребят! - По кусочку все съедят.",Пирог
"Что за гласная такая, Не простая, а двойная, И поклясться я готов - Нет ее в начале слов!",Ы
"Фрукт как сабля изогнулся, жёлтым боком повернулся. В Африке им постоянно лакомятся обезьяны.",Банан
"Крупу в кастрюлю насыпают, Водой холодной заливают И ставят на плиту вариться. И что тут может получиться?",Кашу
"Ничего не болит, А все стонет, По земле ходит, А неба не видит.",Свинья
"Козел тот особенный был: Правой ножкой о камешки бил, В каком месте топнет — камень дорогой появится. Даренка все смотрит и удивляется. Издалека-то его не разглядишь, не разберешь, А близко к нему, как ни старайся, не подойдешь.",Серебряное копытце
"Об этом слыхали, ребятки: Горячий фонтан на Камчатке?",Гейзер
"Старый дед, ему сто лет, мост намостил во всю реку, А пришла молода - весь мост размела.",Мороз и весна
"Этот плод едва обнимешь, если слаб, то не поднимешь, На куски его порежь, мякоть красную поешь.",Арбуз
"Если она убежит от одежды, То на спокойствие нету надежды.",Пуговица
Одежда для окошек.,Занавески
"Кланяется, кланяется, Придет домой - растянется.",Топор
"Он в сладком цехе день трудился, Итог десертный получился – Эклеры, кекс, «Наполеон». Теперь подумай, кто же он?",Кондитер
Чувство с большими глазами Иногда посещает нас с вами.,Страх
"Не заботясь о погоде, В сарафане белом ходит, А в один из тёплых дней Май серёжки дарит ей.",Береза
"Днем спит на ней покрывало и подушка, А по ночам там спит - Андрюшка.",Кровать
Сколько концов у трех палок?,Шесть
"Этот храм построен из одиннадцати спичек. Требуется переложить четыре спички так, чтобы получилось пятнадцать квадратов.",на рисунке
"Из 12 спичек выложено 4 одинаковых квадрата. Требуется, переложив 2 спички, образовать 7 квадратов.",на рисунке
"Она нас любит, она нас будит с утра пораньше в садик, с утра пораньше в школу, И мы тебя любим ...",мамочка
"Говорят, она ночевала На груди одного великана. Золотая она, интересная, Вся воздушная, бестелесная. А он каменный, неприступный весь. Назовите сейчас вы обоих мне здесь.",Тучка и утес
"Он тоже ключ, замка к нему лишь нет. Воды холодной он хранит секрет.",Родник
Вопрос заинтересует вас: Выставка в два года раз?,Биеннале
"Очень любят молодца, а бьют, колотят без конца.",Мяч
Кто любимей всех на свете? И за всю семью в ответе? От зарплаты до зарплаты Что б мы делали без …,папы
С птичкою этой каждый знаком - Птаха эта качает хвостом.,Трясогузка
"По воде плывет, по земле ходит, А из дома не выходит.",Черепаха
"Пью его я каждый день, Наслаждаться мне не лень. Он в Цейлоне созревает - Всяк ответ здесь отгадает.",Чай
"Корабли свой любят порт, А вот с «эС», мы любим … .",Спорт
"Раскинут ковёр, Рассыпан горох, Ни ковра не поднять, Ни гороху собрать.",Звезды на небе
"Нарядные платьица, желтые брошки, Ни пятнышка нет на красивой одежке.",Ромашки
"В доме, какого животного располагаются слуховые рецепторы?",В улитке
"Дождались зимы друзья; По реке бегут, скользя. Лед срезают, как ножи, Выполняя виражи.",Коньки
"Из 10 спичек выложен ключ (см. рисунок). Нужно передвинуть четыре спички так, чтобы получился «замок» (фигура), состоящий из трех квадратов.","Задача достаточно просто решается. Надо лишь спички, составляющие головку ключа, переложить к основанию, как показано на рисунке."
Какой номер парковочного места под машиной?,"Число 87. Если перевернуть картинку, то все становится очевидно. Так как фактически нумерация – это перевернутое изображение числового ряда от 86 до 91."
"И увидеть рады, И отводим взгляды.",Солнце
Тонкий стебель у дорожки. На конце его - сережки. Лечит ранки и ожоги Этот лекарь у дороги.,Подорожник
"Тот грибочек очень бледен И никем ещё не еден, Потому что ядовит И очень этим знаменит.",Бледная Поганка
"Никого не огорчает, А всех плакать заставляет.",Лук
"В ней варят Щи, компот и кашу На всю семью Большую нашу!",Кастрюля
Бегут по дорожке Доски да ножки.,Лыжи
"Я - сестра иголки, Но не шью совсем, - Скалывать детали Помогаю всем.",Булавка
"Сам худ, голова с пуд.",Молоток
"Самый бойкий я рабочий В мастерской. Колочу я, что есть мочи - День-деньской.",Молоток
"Глядя на экран в квартире, Видим, что творится в мире.",Телевизор
Какой плод Гомер называл пищей богов?,Пищей богов Гомер считал грушу.
"Что за чудо бочки В маленьком мешочке! Из мешочка вынимаю, Громко номер называю.",Лото
"В руках Паганини пела-рыдала, Как будто в последний раз в жизни играла.",Скрипка
"Шипит и злится, воды боится С языком – а не лает, без зубов – а кусает?",Огонь
"Поле не меряно, овцы не считаны, пастух рогат.","Небо, Звезды И Месяц"
"Псинка из цепочки за репкой, Что следом шла за внучкой, бабкой, дедкой.",Жучка
"Абрикоса лучший друг. Рыженький, с пушком вокруг. Крупный, ароматный И на вкус приятный.",Персик
В море плавает сапог Тыщи лет и не промок! А на нем живет народ – Кто его нам назовет?,Италия и итальянцы
"Стоит Парашка - Держит чашку, Голову склонила, Носик опустила, А из носика струится В чашку чистая водица.",Умывальник
"В праздник я приду ко всем, Я большой и сладкий. Есть во мне орешки, крем, Сливки, шоколадки.",Торт
"Из меня берут порою Реки свой исток, А в руках твоих открою Я любой замок.",Ключ
"Как из 3 спичек, не ломая их, сделать четыре?",Нужно выложить римскую цифру 4.
"Четыре мартышки на пальму взобрались, Им там бананы по связке достались. Одну они съели, других не смогли, И сколько бананов достигнет земли?","Нисколько, бананы не растут на пальмах."
"Ты держишь целый мир в руках Моря и океаны Тайгу, вершины гор в снегах Все города и страны Ты держишь мир в руках как мяч Но только он учебный А вот теперь скажи, трюкач Что за предмет волшебный?",Глобус
Забавные игрушки - Весёлые подружки В косынках и в веснушках Попрятались друг в дружке.,Матрёшка
"Что все это значит? Дочка, а не плачет; Спать уложишь — Будет спать День, и два, и даже пять.",Кукла
"Тает снежок, ожил лужок. День прибывает. Когда это бывает?",Весной
"Весной веселит, летом холодит, Осенью умирает, весной оживает.",Лес
"Белая водица Всем нам пригодится. Из водицы белой Все, что хочешь, делай: Сливки, простоквашу, Масло в кашу нашу, Творожок на пирожок, Кушай, Ванюшка, дружок!",Молоко
Кто в дом ни идет - Меня за руку берет.,Дверь
"У него большой живот, А совсем не бегемот. Хобот-нос приподнял он, Но, однако же, не слон. И пыхтит он через нос На плите как паровоз.",Чайник
В кармане лежат две монеты на общую сумму 15 копеек. Одна из них не пятак. Что это за монеты?,"10 коп. и 5 коп., так как в условии сказано, что только одна монета не пятак. Задание основано на психологической особенности человека, запоминать главные факты из условия задания. В данном случае, что монета не пятак."
"Приложить к четырём спичкам пять спичек так, чтобы получилось сто. Нужно найти два решения.",на рисунке
"Из кирпича мы строим дом, Чтоб смеялось солнце в нём. Чтобы выше, чтобы шире Были комнаты в квартире.",Каменщики
"Кто, позабыв тревоги, Спит в своей берлоге?",Медведь
"Сидит в корзине девочка У мишки за спиной, Он, сам того не ведая, Несет ее домой. А дорога — нелегка, А корзина — высока. Сесть бы на пенек, съесть бы пирожок.",Маша и медведь
"Гоняют клюшками по льду Её у нас всех на виду. Она в ворота залетит, И кто-то точно победит.",шайба
